Client,SKU,Nama Produk,MODEL,WARNA,SIZE,Kategori,HPP Bahan,Upah Cutting,Upah Jahit,Upah Lubang-Kancing,Upah Buang Benang,Upah QC,Upah Steam,Upah Packing,oprasional Rumah,Oprasional Listrik,Oprasional Sehari-hari,Uang makan,Variasi,Karet,Tali,Stoper,Mata itik,Sleting Topi,Sleting Saku,Sleting Badan,Kain Keras,Kain saku,Kancing,Puring,Benang,Harga Jual
Elyasr Kids,ely347,Storma Navy - XL,Storma,Navy,XL,Jacket,26325,3000,21000,0,350,250,0,150,2000,1000,1000,2000,0,2000,1500,800,500,0,2500,4500,0,0,0,8500,1000,79500
Elyasr Kids,ely348,Storma Navy - XXL,Storma,Navy,XXL,Jacket,30225,3000,21000,0,350,250,0,150,2000,1000,1000,2000,0,2000,1500,800,500,0,2500,4500,0,0,0,8500,1000,79500
Elyasr Kids,ely349,Storma Navy - XXXL,Storma,Navy,XXXL,Jacket,30225,3000,21000,0,350,250,0,150,2000,1000,1000,2000,0,2000,1500,800,500,0,2500,4500,0,0,0,8500,1000,79500
Elyasr Kids,ely219,Tameem Black x Dark Grey - M,Tameem,Black x Dark Grey,M,Koko ,15170,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,52000
Elyasr Kids,ely220,Tameem Black x Dark Grey - L,Tameem,Black x Dark Grey,L,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely221,Tameem Black x Dark Grey - XL,Tameem,Black x Dark Grey,XL,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely222,Tameem Black x Dark Grey - XXL,Tameem,Black x Dark Grey,XXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely223,Tameem Black x Dark Grey - XXXL,Tameem,Black x Dark Grey,XXXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely224,Tameem White x Black - M,Tameem,White x Black,M,Koko ,15170,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,52000
Elyasr Kids,ely225,Tameem White x Black - L,Tameem,White x Black,L,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely226,Tameem White x Black - XL,Tameem,White x Black,XL,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely227,Tameem White x Black - XXL,Tameem,White x Black,XXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely228,Tameem White x Black - XXXL,Tameem,White x Black,XXXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely229,Tameem Brown x Black - M,Tameem,Brown x Black,M,Koko ,15170,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,52000
Elyasr Kids,ely230,Tameem Brown x Black - L,Tameem,Brown x Black,L,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely231,Tameem Brown x Black - XL,Tameem,Brown x Black,XL,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely232,Tameem Brown x Black - XXL,Tameem,Brown x Black,XXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely233,Tameem Brown x Black - XXXL,Tameem,Brown x Black,XXXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely234,Tameem Navy x Mustard - M,Tameem,Navy x Mustard,M,Koko ,15170,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,52000
Elyasr Kids,ely235,Tameem Navy x Mustard - L,Tameem,Navy x Mustard,L,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely236,Tameem Navy x Mustard - XL,Tameem,Navy x Mustard,XL,Koko ,18500,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,56000
Elyasr Kids,ely237,Tameem Navy x Mustard - XXL,Tameem,Navy x Mustard,XXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely238,Tameem Navy x Mustard - XXXL,Tameem,Navy x Mustard,XXXL,Koko ,23125,1500,16000,1500,350,250,400,150,1500,1000,1000,1500,500,0,0,0,0,0,0,0,1000,0,1700,,1500,61500
Elyasr Kids,ely207,Thalhah Black x Grey - S,Thalhah,Black x Grey,S,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely208,Thalhah Black x Grey - M,Thalhah,Black x Grey,M,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely209,Thalhah Black x Grey - L,Thalhah,Black x Grey,L,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely210,Thalhah Black x Grey - XL,Thalhah,Black x Grey,XL,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely211,Thalhah Black x Grey - XXL,Thalhah,Black x Grey,XXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely212,Thalhah Black x Grey - XXXL,Thalhah,Black x Grey,XXXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely213,Thalhah Grey x Black - S,Thalhah,Grey x Black,S,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely214,Thalhah Grey x Black - M,Thalhah,Grey x Black,M,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely215,Thalhah Grey x Black - L,Thalhah,Grey x Black,L,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely216,Thalhah Grey x Black - XL,Thalhah,Grey x Black,XL,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely217,Thalhah Grey x Black - XXL,Thalhah,Grey x Black,XXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely218,Thalhah Grey x Black - XXXL,Thalhah,Grey x Black,XXXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely656,Thalhah Maroon x Grey - S,Thalhah,Maroon x Grey,S,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely657,Thalhah Maroon x Grey - XL,Thalhah,Maroon x Grey,XL,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely658,Thalhah Maroon x Grey - XXXL,Thalhah,Maroon x Grey,XXXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely659,Thalhah Navy x Sky Blue - S,Thalhah,Navy x Sky Blue,S,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely660,Thalhah Navy x Sky Blue - M,Thalhah,Navy x Sky Blue,M,Koko ,15200,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,46105
Elyasr Kids,ely661,Thalhah Navy x Sky Blue - L,Thalhah,Navy x Sky Blue,L,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely662,Thalhah Navy x Sky Blue - XL,Thalhah,Navy x Sky Blue,XL,Koko ,16150,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,47209
Elyasr Kids,ely663,Thalhah Navy x Sky Blue - XXL,Thalhah,Navy x Sky Blue,XXL,Koko ,18240,2000,12000,1050,350,250,400,150,1500,1000,1000,1500,0,0,0,0,0,0,0,0,750,0,1500,,1500,49640
Elyasr Kids,ely421,Tricolor Beige - S,Tricolor,Beige,S,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely422,Tricolor Beige - M,Tricolor,Beige,M,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely423,Tricolor Beige - L,Tricolor,Beige,L,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely424,Tricolor Beige - XL,Tricolor,Beige,XL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely425,Tricolor Beige - XXL,Tricolor,Beige,XXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely426,Tricolor Beige - XXXL,Tricolor,Beige,XXXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely427,Tricolor Maroon - S,Tricolor,Maroon,S,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely428,Tricolor Maroon - M,Tricolor,Maroon,M,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely429,Tricolor Maroon - L,Tricolor,Maroon,L,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely430,Tricolor Maroon - XL,Tricolor,Maroon,XL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely431,Tricolor Maroon - XXL,Tricolor,Maroon,XXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely432,Tricolor Maroon - XXXL,Tricolor,Maroon,XXXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely433,Tricolor Oceanblue - S,Tricolor,Oceanblue,S,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely434,Tricolor Oceanblue - M,Tricolor,Oceanblue,M,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely435,Tricolor Oceanblue - L,Tricolor,Oceanblue,L,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely436,Tricolor Oceanblue - XL,Tricolor,Oceanblue,XL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely437,Tricolor Oceanblue - XXL,Tricolor,Oceanblue,XXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely438,Tricolor Oceanblue - XXXL,Tricolor,Oceanblue,XXXL,Polo Wangky,,1500,7000,450,350,250,400,150,1000,500,1000,1000,1500,0,0,0,0,0,0,0,0,0,600,0,1000,46278
Elyasr Kids,ely100,Utsman Brown x Black - XXL,Utsman,Brown x Black,XXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely101,Utsman Brown x Black - XXXL,Utsman,Brown x Black,XXXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely102,Utsman White x Black - M,Utsman,White x Black,M,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely103,Utsman White x Black - L,Utsman,White x Black,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely104,Utsman White x Black - XL,Utsman,White x Black,XL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely105,Utsman White x Black - XXL,Utsman,White x Black,XXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely106,Utsman White x Black - XXXL,Utsman,White x Black,XXXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely107,Utsman Black x Grey - M,Utsman,Black x Grey,M,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely108,Utsman Black x Grey - L,Utsman,Black x Grey,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely109,Utsman Black x Grey - XL,Utsman,Black x Grey,XL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely110,Utsman Black x Grey - XXL,Utsman,Black x Grey,XXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely111,Utsman Black x Grey - XXXL,Utsman,Black x Grey,XXXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely112,Utsman Grey x Black - M,Utsman,Grey x Black,M,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely113,Utsman Grey x Black - L,Utsman,Grey x Black,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely114,Utsman Grey x Black - XL,Utsman,Grey x Black,XL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely115,Utsman Grey x Black - XXL,Utsman,Grey x Black,XXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely116,Utsman Grey x Black - XXXL,Utsman,Grey x Black,XXXL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely652,Utsman Sage x Black - L,Utsman,Sage x Black,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely653,Utsman Navy x Grey - M,Utsman,Navy x Grey,M,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely654,Utsman Navy x Grey - L,Utsman,Navy x Grey,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely655,Utsman Navy x Grey - XL,Utsman,Navy x Grey,XL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely97,Utsman Brown x Black - M,Utsman,Brown x Black,M,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely98,Utsman Brown x Black - L,Utsman,Brown x Black,L,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely99,Utsman Brown x Black - XL,Utsman,Brown x Black,XL,Koko ,,,,,,,,,,,,,,,,,,,,,,,,,,
Elyasr Kids,ely239,Zayyan Black - M,Zayyan,Black,M,Koko Set,29600,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,73430
Elyasr Kids,ely240,Zayyan Black - L,Zayyan,Black,L,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely241,Zayyan Black - XL,Zayyan,Black,XL,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely242,Zayyan Black - XXL,Zayyan,Black,XXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely243,Zayyan Black - XXXL,Zayyan,Black,XXXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely244,Zayyan Brown - M,Zayyan,Brown,M,Koko Set,29600,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,73430
Elyasr Kids,ely245,Zayyan Brown - L,Zayyan,Brown,L,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely246,Zayyan Brown - XL,Zayyan,Brown,XL,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely247,Zayyan Brown - XXL,Zayyan,Brown,XXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely248,Zayyan Brown - XXXL,Zayyan,Brown,XXXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely249,Zayyan White - M,Zayyan,White,M,Koko Set,29600,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,73430
Elyasr Kids,ely250,Zayyan White - L,Zayyan,White,L,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely251,Zayyan White - XL,Zayyan,White,XL,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely252,Zayyan White - XXL,Zayyan,White,XXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely253,Zayyan White - XXXL,Zayyan,White,XXXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely254,Zayyan Dark Grey - M,Zayyan,Dark Grey,M,Koko Set,29600,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,73430
Elyasr Kids,ely255,Zayyan Dark Grey - L,Zayyan,Dark Grey,L,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely256,Zayyan Dark Grey - XL,Zayyan,Dark Grey,XL,Koko Set,34225,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,78808
Elyasr Kids,ely257,Zayyan Dark Grey - XXL,Zayyan,Dark Grey,XXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely258,Zayyan Dark Grey - XXXL,Zayyan,Dark Grey,XXXL,Koko Set,39775,3000,11000,450,550,250,600,150,2000,1000,1000,2000,500,2000,0,0,0,0,0,1500,0,500,0,,1500,83324
Elyasr Kids,ely37,Zubair Maroon x Navy - S,Zubair,Maroon x Navy,S,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely38,Zubair Maroon x Navy - M,Zubair,Maroon x Navy,M,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely39,Zubair Maroon x Navy - L,Zubair,Maroon x Navy,L,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely40,Zubair Maroon x Navy - XL,Zubair,Maroon x Navy,XL,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely41,Zubair Maroon x Navy - XXL,Zubair,Maroon x Navy,XXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely42,Zubair Maroon x Navy - XXXL,Zubair,Maroon x Navy,XXXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely43,Zubair DarkGrey x Black - S,Zubair,DarkGrey x Black,S,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely44,Zubair DarkGrey x Black - M,Zubair,DarkGrey x Black,M,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely45,Zubair DarkGrey x Black - L,Zubair,DarkGrey x Black,L,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely46,Zubair DarkGrey x Black - XL,Zubair,DarkGrey x Black,XL,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely47,Zubair DarkGrey x Black - XXL,Zubair,DarkGrey x Black,XXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely48,Zubair DarkGrey x Black - XXXL,Zubair,DarkGrey x Black,XXXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely49,Zubair Brown x Black - S,Zubair,Brown x Black,S,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely50,Zubair Brown x Black - M,Zubair,Brown x Black,M,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely51,Zubair Brown x Black - L,Zubair,Brown x Black,L,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely52,Zubair Brown x Black - XL,Zubair,Brown x Black,XL,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely53,Zubair Brown x Black - XXL,Zubair,Brown x Black,XXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely54,Zubair Brown x Black - XXXL,Zubair,Brown x Black,XXXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely55,Zubair Navy x Grey - S,Zubair,Navy x Grey,S,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely56,Zubair Navy x Grey - M,Zubair,Navy x Grey,M,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely57,Zubair Navy x Grey - L,Zubair,Navy x Grey,L,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely58,Zubair Navy x Grey - XL,Zubair,Navy x Grey,XL,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely59,Zubair Navy x Grey - XXL,Zubair,Navy x Grey,XXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely60,Zubair Navy x Grey - XXXL,Zubair,Navy x Grey,XXXL,Koko ,14800,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39659
Elyasr Kids,ely61,Zubair Black x Grey - S,Zubair,Black x Grey,S,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely62,Zubair Black x Grey - M,Zubair,Black x Grey,M,Koko ,12950,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,38604
Elyasr Kids,ely63,Zubair Black x Grey - L,Zubair,Black x Grey,L,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
Elyasr Kids,ely64,Zubair Black x Grey - XL,Zubair,Black x Grey,XL,Koko ,13875,1500,11000,600,350,250,400,150,1000,1000,1000,1500,2300,0,0,0,0,0,0,0,500,0,500,,1000,39593
